session,speaker,emotion
Ses03M_impro05a,F024,neu
Ses03M_impro05a,F025,neu
Ses03M_impro05a,F026,xxx
Ses03M_impro05a,F027,fru
Ses03M_impro05a,F028,ang
Ses03M_impro05a,M000,ang
Ses03M_impro05a,M001,ang
Ses03M_impro05a,M002,ang
Ses03M_impro05a,M003,ang
Ses03M_impro05a,M004,ang
Ses03M_impro05a,M005,ang
Ses03M_impro05a,M006,ang
Ses03M_impro05a,M007,ang
Ses03M_impro05a,M008,xxx
Ses03M_impro05a,M009,xxx
Ses03M_impro05a,M010,ang
Ses03M_impro05a,M011,ang
Ses03M_impro05a,M012,ang
Ses03M_impro05a,M013,ang
Ses03M_impro05a,M014,ang
Ses03M_impro05a,M015,xxx
Ses03M_impro05a,M016,ang
Ses03M_impro05a,M017,ang
Ses03M_impro05a,M018,ang
Ses03M_impro05a,M019,xxx
Ses03M_impro05a,M020,ang
Ses03M_impro05a,M021,ang
Ses03M_impro05a,M022,ang
Ses03M_impro05a,M023,ang
Ses03M_impro05a,M024,ang
Ses03M_impro05a,M025,ang
Ses03M_impro05a,M026,ang
Ses03M_impro05a,M027,ang
Ses03M_impro05a,M028,ang
Ses03M_impro05a,M029,ang
Ses03M_impro05a,M030,exc
Ses03M_impro05b,F000,neu
Ses03M_impro05b,F001,neu
Ses03M_impro05b,F002,neu
Ses03M_impro05b,F003,neu
Ses03M_impro05b,F004,neu
Ses03M_impro05b,F005,neu
Ses03M_impro05b,F006,neu
Ses03M_impro05b,F007,neu
Ses03M_impro05b,F008,neu
Ses03M_impro05b,F009,neu
Ses03M_impro05b,F010,neu
Ses03M_impro05b,F011,neu
Ses03M_impro05b,F012,neu
Ses03M_impro05b,F013,neu
Ses03M_impro05b,F014,neu
Ses03M_impro05b,F015,neu
Ses03M_impro05b,F016,neu
Ses03M_impro05b,F017,fru
Ses03M_impro05b,F018,neu
Ses03M_impro05b,F019,neu
Ses03M_impro05b,F020,neu
Ses03M_impro05b,F021,neu
Ses03M_impro05b,F022,neu
Ses03M_impro05b,F023,neu
Ses03M_impro05b,F024,fru
Ses03M_impro05b,F025,fru
Ses03M_impro05b,F026,fru
Ses03M_impro05b,F027,neu
Ses03M_impro05b,F028,neu
Ses03M_impro05b,F029,neu
Ses03M_impro05b,F030,neu
Ses03M_impro05b,F031,fru
Ses03M_impro05b,M000,xxx
Ses03M_impro05b,M001,fru
Ses03M_impro05b,M002,fru
Ses03M_impro05b,M003,fru
Ses03M_impro05b,M004,fru
Ses03M_impro05b,M005,fru
Ses03M_impro05b,M006,fru
Ses03M_impro05b,M007,fru
Ses03M_impro05b,M008,ang
Ses03M_impro05b,M009,xxx
Ses03M_impro05b,M010,fru
Ses03M_impro05b,M011,ang
Ses03M_impro05b,M012,xxx
Ses03M_impro05b,M013,ang
Ses03M_impro05b,M014,ang
Ses03M_impro05b,M015,ang
Ses03M_impro05b,M016,ang
Ses03M_impro05b,M017,fru
Ses03M_impro05b,M018,fru
Ses03M_impro05b,M019,neu
Ses03M_impro05b,M020,ang
Ses03M_impro05b,M021,ang
Ses03M_impro05b,M022,ang
Ses03M_impro05b,M023,ang
Ses03M_impro05b,M024,ang
Ses03M_impro05b,M025,ang
Ses03M_impro05b,M026,ang
Ses03M_impro05b,M027,ang
Ses03M_impro05b,M028,fru
Ses03M_impro05b,M029,ang
Ses03M_impro05b,M030,fru
Ses03M_impro05b,M031,ang
Ses03M_impro05b,M032,ang
Ses03M_impro05b,M033,ang
Ses03M_impro06,F000,sad
Ses03M_impro06,F001,sad
Ses03M_impro06,F002,sad
Ses03M_impro06,F003,sad
Ses03M_impro06,F004,sad
Ses03M_impro06,F005,sad
Ses03M_impro06,F006,xxx
Ses03M_impro06,F007,sad
Ses03M_impro06,F008,sad
Ses03M_impro06,F009,sad
Ses03M_impro06,F010,sad
Ses03M_impro06,F011,sad
Ses03M_impro06,F012,sad
Ses03M_impro06,F013,sad
Ses03M_impro06,F014,sad
Ses03M_impro06,F015,sad
Ses03M_impro06,F016,sad
Ses03M_impro06,F017,sad
Ses03M_impro06,F018,sad
Ses03M_impro06,F019,sad
Ses03M_impro06,F020,sad
Ses03M_impro06,M000,sad
Ses03M_impro06,M001,sad
Ses03M_impro06,M002,sad
Ses03M_impro06,M003,sad
Ses03M_impro06,M004,sad
Ses03M_impro06,M005,sad
Ses03M_impro06,M006,sad
Ses03M_impro06,M007,sad
Ses03M_impro06,M008,sad
Ses03M_impro06,M009,sad
Ses03M_impro06,M010,sad
Ses03M_impro06,M011,sad
Ses03M_impro06,M012,sad
Ses03M_impro06,M013,sad
Ses03M_impro06,M014,sad
Ses03M_impro06,M015,sad
Ses03M_impro06,M016,sad
Ses03M_impro06,M017,sad
Ses03M_impro06,M018,sad
Ses03M_impro06,M019,sad
Ses03M_impro06,M020,sad
Ses03M_impro06,M021,sad
Ses03M_impro06,M022,sad
Ses03M_impro06,M023,sad
Ses03M_impro06,M024,sad
Ses03M_impro06,M025,sad
Ses03M_impro06,M026,sad
Ses03M_impro06,M027,sad
Ses03M_impro06,M028,sad
Ses03M_impro06,M029,sad
Ses03M_impro06,M030,sad
Ses03M_impro06,M031,sad
Ses03M_impro06,M032,sad
Ses03M_impro07,F000,hap
Ses03M_impro07,F001,hap
Ses03M_impro07,F002,xxx
Ses03M_impro07,F003,sur
Ses03M_impro07,F004,sur
Ses03M_impro07,F005,sur
Ses03M_impro07,F006,exc
Ses03M_impro07,F007,exc
Ses03M_impro07,F008,hap
Ses03M_impro07,F009,exc
Ses03M_impro07,F010,hap
Ses03M_impro07,F011,hap
Ses03M_impro07,F012,hap
Ses03M_impro07,F013,hap
Ses03M_impro07,F014,hap
Ses03M_impro07,F015,xxx
Ses03M_impro07,F016,exc
Ses03M_impro07,F017,hap
Ses03M_impro07,F018,exc
Ses03M_impro07,F019,hap
Ses03M_impro07,F020,xxx
Ses03M_impro07,F021,xxx
Ses03M_impro07,F022,xxx
Ses03M_impro07,F023,neu
Ses03M_impro07,M000,xxx
Ses03M_impro07,M001,xxx
Ses03M_impro07,M002,exc
Ses03M_impro07,M003,exc
Ses03M_impro07,M004,exc
Ses03M_impro07,M005,exc
Ses03M_impro07,M006,exc
Ses03M_impro07,M007,exc
Ses03M_impro07,M008,exc
Ses03M_impro07,M009,neu
Ses03M_impro07,M010,exc
Ses03M_impro07,M011,exc
Ses03M_impro07,M012,xxx
Ses03M_impro07,M013,exc
Ses03M_impro07,M014,hap
Ses03M_impro07,M015,exc
Ses03M_impro07,M016,exc
Ses03M_impro07,M017,exc
Ses03M_impro07,M018,exc
Ses03M_impro07,M019,exc
Ses03M_impro07,M020,exc
Ses03M_impro07,M021,xxx
Ses03M_impro07,M022,exc
Ses03M_impro07,M023,exc
Ses03M_impro07,M024,exc
Ses03M_impro07,M025,hap
Ses03M_impro07,M026,xxx
Ses03M_impro08a,F000,fru
Ses03M_impro08a,F001,fru
Ses03M_impro08a,F002,fru
Ses03M_impro08a,F003,fru
Ses03M_impro08a,F004,neu
Ses03M_impro08a,F005,fru
Ses03M_impro08a,F006,fru
Ses03M_impro08a,F007,fru
Ses03M_impro08a,F008,fru
Ses03M_impro08a,F009,fru
Ses03M_impro08a,F010,fru
Ses03M_impro08a,F011,fru
Ses03M_impro08a,F012,fru
Ses03M_impro08a,F013,ang
Ses03M_impro08a,F014,ang
Ses03M_impro08a,F015,ang
Ses03M_impro08a,F016,fru
Ses03M_impro08a,F017,fru
Ses03M_impro08a,F018,fru
Ses03M_impro08a,F019,fru
Ses03M_impro08a,F020,ang
Ses03M_impro08a,F021,ang
Ses03M_impro08a,F022,ang
Ses03M_impro08a,F023,fru
Ses03M_impro08a,F024,fru
Ses03M_impro08a,F025,fru
Ses03M_impro08a,F026,xxx
Ses03M_impro08a,F027,fru
Ses03M_impro08a,F028,fru
Ses03M_impro08a,F029,fru
Ses03M_impro08a,F030,fru
Ses03M_impro08a,F031,fru
Ses03M_impro08a,F032,fru
Ses03M_impro08a,F033,fru
Ses03M_impro08a,F034,fru
Ses03M_impro08a,F035,fru
Ses03M_impro08a,M000,neu
Ses03M_impro08a,M001,neu
Ses03M_impro08a,M002,neu
Ses03M_impro08a,M003,neu
Ses03M_impro08a,M004,neu
Ses03M_impro08a,M005,neu
Ses03M_impro08a,M006,neu
Ses03M_impro08a,M007,neu
Ses03M_impro08a,M008,neu
Ses03M_impro08a,M009,neu
Ses03M_impro08a,M010,neu
Ses03M_impro08a,M011,fru
Ses03M_impro08a,M012,neu
Ses03M_impro08a,M013,neu
Ses03M_impro08a,M014,fru
Ses03M_impro08a,M015,fru
Ses03M_impro08a,M016,neu
Ses03M_impro08a,M017,neu
Ses03M_impro08a,M018,neu
Ses03M_impro08a,M019,neu
Ses03M_impro08a,M020,neu
Ses03M_impro08a,M021,neu
Ses03M_impro08a,M022,neu
Ses03M_impro08a,M023,neu
Ses03M_impro08a,M024,neu
Ses03M_impro08a,M025,neu
Ses03M_impro08a,M026,neu
Ses03M_impro08a,M027,neu
Ses03M_impro08b,F000,xxx
Ses03M_impro08b,F001,fru
Ses03M_impro08b,F002,fru
Ses03M_impro08b,F003,fru
Ses03M_impro08b,F004,fru
Ses03M_impro08b,F005,ang
Ses03M_impro08b,F006,ang
Ses03M_impro08b,F007,fru
Ses03M_impro08b,F008,fru
Ses03M_impro08b,F009,fru
Ses03M_impro08b,F010,fru
Ses03M_impro08b,F011,fru
Ses03M_impro08b,F012,fru
Ses03M_impro08b,F013,fru
Ses03M_impro08b,F014,fru
Ses03M_impro08b,F015,fru
Ses03M_impro08b,F016,fru
Ses03M_impro08b,F017,xxx
Ses03M_impro08b,F018,xxx
Ses03M_impro08b,F019,xxx
Ses03M_impro08b,F020,xxx
Ses03M_impro08b,F021,neu
Ses03M_impro08b,F022,xxx
Ses03M_impro08b,F023,neu
Ses03M_impro08b,F024,neu
Ses03M_impro08b,M000,neu
Ses03M_impro08b,M001,neu
Ses03M_impro08b,M002,neu
Ses03M_impro08b,M003,neu
Ses03M_impro08b,M004,neu
Ses03M_impro08b,M005,neu
Ses03M_impro08b,M006,neu
Ses03M_impro08b,M007,neu
Ses03M_impro08b,M008,neu
Ses03M_impro08b,M009,neu
Ses03M_impro08b,M010,neu
Ses03M_impro08b,M011,neu
Ses03M_impro08b,M012,neu
Ses03M_impro08b,M013,neu
Ses03M_impro08b,M014,neu
Ses03M_impro08b,M015,neu
Ses03M_impro08b,M016,neu
Ses03M_impro08b,M017,neu
Ses03M_impro08b,M018,neu
Ses03M_impro08b,M019,neu
Ses03M_impro08b,M020,neu
Ses03M_impro08b,M021,neu
Ses03M_impro08b,M022,neu
Ses03M_script01_1,F000,neu
Ses03M_script01_1,F001,sur
Ses03M_script01_1,F002,sur
Ses03M_script01_1,F003,xxx
Ses03M_script01_1,F004,sad
Ses03M_script01_1,F005,sad
Ses03M_script01_1,F006,xxx
Ses03M_script01_1,F007,fru
Ses03M_script01_1,F008,sad
Ses03M_script01_1,F009,xxx
Ses03M_script01_1,F010,xxx
Ses03M_script01_1,F011,xxx
Ses03M_script01_1,F012,xxx
Ses03M_script01_1,F013,fru
Ses03M_script01_1,F014,xxx
Ses03M_script01_1,F015,fru
Ses03M_script01_1,F016,ang
Ses03M_script01_1,F017,ang
Ses03M_script01_1,F018,xxx
Ses03M_script01_1,F019,xxx
Ses03M_script01_1,F020,ang
Ses03M_script01_1,F021,neu
Ses03M_script01_1,F022,fru
Ses03M_script01_1,F023,xxx
Ses03M_script01_1,F024,xxx
Ses03M_script01_1,F025,fru
Ses03M_script01_1,F026,fru
Ses03M_script01_1,F027,xxx
Ses03M_script01_1,F028,neu
Ses03M_script01_1,F029,xxx
Ses03M_script01_1,F030,neu
Ses03M_script01_1,F031,fru
Ses03M_script01_1,F032,xxx
Ses03M_script01_1,F033,fru
Ses03M_script01_1,F034,fru
Ses03M_script01_1,F035,xxx
Ses03M_script01_1,F036,xxx
Ses03M_script01_1,F037,xxx
Ses03M_script01_1,F038,ang
Ses03M_script01_1,F039,xxx
Ses03M_script01_1,F040,sad
Ses03M_script01_1,F041,xxx
Ses03M_script01_1,F042,fru
Ses03M_script01_1,F043,ang
Ses03M_script01_1,F044,fru
Ses03M_script01_1,F045,sad
Ses03M_script01_1,F046,sad
Ses03M_script01_1,M000,sad
Ses03M_script01_1,M001,sad
Ses03M_script01_1,M002,sad
Ses03M_script01_1,M003,sad
Ses03M_script01_1,M004,sad
Ses03M_script01_1,M005,sad
Ses03M_script01_1,M006,sad
Ses03M_script01_1,M007,sad
Ses03M_script01_1,M008,fru
Ses03M_script01_1,M009,ang
Ses03M_script01_1,M010,fru
Ses03M_script01_1,M011,ang
Ses03M_script01_1,M012,ang
Ses03M_script01_1,M013,xxx
Ses03M_script01_1,M014,fru
Ses03M_script01_1,M015,fru
Ses03M_script01_1,M016,fru
Ses03M_script01_1,M017,neu
Ses03M_script01_1,M018,xxx
Ses03M_script01_1,M019,neu
Ses03M_script01_1,M020,fru
Ses03M_script01_1,M021,neu
Ses03M_script01_1,M022,ang
Ses03M_script01_1,M023,fru
Ses03M_script01_1,M024,fru
Ses03M_script01_1,M025,xxx
Ses03M_script01_1,M026,fru
Ses03M_script01_1,M027,ang
Ses03M_script01_1,M028,neu
Ses03M_script01_1,M029,neu
Ses03M_script01_1,M030,sad
Ses03M_script01_1,M031,neu
Ses03M_script01_1,M032,xxx
Ses03M_script01_1,M033,fru
Ses03M_script01_1,M034,fru
Ses03M_script01_1,M035,fru
Ses03M_script01_1,M036,sad
Ses03M_script01_1,M037,neu
Ses03M_script01_1,M038,neu
Ses03M_script01_1,M039,ang
Ses03M_script01_1,M040,ang
Ses03M_script01_1,M041,ang
Ses03M_script01_1,M042,fru
Ses03M_script01_1,M043,neu
Ses03M_script01_1,M044,xxx
Ses03M_script01_1,M045,sad
Ses03M_script01_1,M046,sad
Ses03M_script01_1,M047,sad
Ses03M_script01_2,F000,ang
Ses03M_script01_2,F001,ang
Ses03M_script01_2,F002,xxx
Ses03M_script01_2,F003,xxx
Ses03M_script01_2,F004,xxx
Ses03M_script01_2,F005,xxx
Ses03M_script01_2,F006,ang
Ses03M_script01_2,F007,xxx
Ses03M_script01_2,F008,xxx
Ses03M_script01_2,F009,ang
Ses03M_script01_2,F010,sad
Ses03M_script01_2,F011,sad
Ses03M_script01_2,F012,ang
Ses03M_script01_2,F013,xxx
Ses03M_script01_2,F014,xxx
Ses03M_script01_2,F015,ang
Ses03M_script01_2,F016,xxx
Ses03M_script01_2,F017,sad
Ses03M_script01_2,F018,xxx
Ses03M_script01_2,F019,sad
Ses03M_script01_2,M000,fru
Ses03M_script01_2,M001,neu
Ses03M_script01_2,M002,fru
Ses03M_script01_2,M003,fru
Ses03M_script01_2,M004,neu
Ses03M_script01_2,M005,neu
Ses03M_script01_2,M006,fru
Ses03M_script01_2,M007,xxx
Ses03M_script01_2,M008,neu
Ses03M_script01_2,M009,fru
Ses03M_script01_2,M010,fru
Ses03M_script01_2,M011,fru
Ses03M_script01_2,M012,fru
Ses03M_script01_2,M013,xxx
Ses03M_script01_2,M014,ang
Ses03M_script01_2,M015,ang
Ses03M_script01_2,M016,ang
Ses03M_script01_2,M017,ang
Ses03M_script01_3,F000,xxx
Ses03M_script01_3,F001,xxx
Ses03M_script01_3,F002,xxx
Ses03M_script01_3,F003,xxx
Ses03M_script01_3,F004,sad
Ses03M_script01_3,F005,xxx
Ses03M_script01_3,F006,sad
Ses03M_script01_3,F007,sad
Ses03M_script01_3,F008,sad
Ses03M_script01_3,F009,xxx
Ses03M_script01_3,F010,xxx
Ses03M_script01_3,F011,hap
Ses03M_script01_3,F012,hap
Ses03M_script01_3,F013,hap
Ses03M_script01_3,F014,hap
Ses03M_script01_3,F015,hap
Ses03M_script01_3,F016,hap
Ses03M_script01_3,F017,hap
Ses03M_script01_3,F018,hap
Ses03M_script01_3,F019,hap
Ses03M_script01_3,F020,hap
Ses03M_script01_3,F021,hap
Ses03M_script01_3,F022,xxx
Ses03M_script01_3,F023,xxx
Ses03M_script01_3,F024,xxx
Ses03M_script01_3,F025,xxx
Ses03M_script01_3,F026,xxx
Ses03M_script01_3,F027,xxx
Ses03M_script01_3,F028,xxx
Ses03M_script01_3,F029,sad
Ses03M_script01_3,F030,sad
Ses03M_script01_3,F031,sad
Ses03M_script01_3,F032,xxx
Ses03M_script01_3,F033,sad
Ses03M_script01_3,F034,hap
Ses03M_script01_3,M000,xxx
Ses03M_script01_3,M001,neu
Ses03M_script01_3,M002,sur
Ses03M_script01_3,M003,xxx
Ses03M_script01_3,M004,neu
Ses03M_script01_3,M005,xxx
Ses03M_script01_3,M006,xxx
Ses03M_script01_3,M007,xxx
Ses03M_script01_3,M008,hap
Ses03M_script01_3,M009,xxx
Ses03M_script01_3,M010,hap
Ses03M_script01_3,M011,xxx
Ses03M_script01_3,M012,xxx
Ses03M_script01_3,M013,xxx
Ses03M_script01_3,M014,xxx
Ses03M_script01_3,M015,xxx
Ses03M_script01_3,M016,hap
Ses03M_script01_3,M017,xxx
Ses03M_script01_3,M018,hap
Ses03M_script01_3,M019,exc
Ses03M_script01_3,M020,xxx
Ses03M_script01_3,M021,hap
Ses03M_script01_3,M022,xxx
Ses03M_script01_3,M023,sad
Ses03M_script01_3,M024,xxx
Ses03M_script01_3,M025,xxx
Ses03M_script01_3,M026,xxx
Ses03M_script01_3,M027,sad
Ses03M_script01_3,M028,sad
Ses03M_script01_3,M029,sad
Ses03M_script01_3,M030,sad
Ses03M_script01_3,M031,sad
Ses03M_script01_3,M032,sad
Ses03M_script01_3,M033,sad
Ses03M_script01_3,M034,sad
Ses03M_script01_3,M035,sad
Ses03M_script01_3,M036,sad
Ses03M_script01_3,M037,sad
Ses03M_script01_3,M038,sad
Ses03M_script01_3,M039,sad
Ses03M_script01_3,M040,sad
Ses03M_script01_3,M041,sad
Ses03M_script01_3,M042,sad
Ses03M_script01_3,M043,xxx
Ses03M_script01_3,M044,xxx
Ses03M_script01_3,M045,hap
Ses03M_script01_3,M046,hap
Ses03M_script02_1,F000,xxx
Ses03M_script02_1,F001,xxx
Ses03M_script02_1,F002,xxx
Ses03M_script02_1,F003,xxx
Ses03M_script02_1,F004,xxx
Ses03M_script02_1,F005,neu
Ses03M_script02_1,F006,xxx
Ses03M_script02_1,F007,fru
Ses03M_script02_1,F008,fru
Ses03M_script02_1,F009,fru
Ses03M_script02_1,F010,xxx
Ses03M_script02_1,F011,xxx
Ses03M_script02_1,F012,xxx
Ses03M_script02_1,F013,fru
Ses03M_script02_1,F014,xxx
Ses03M_script02_1,F015,fru
Ses03M_script02_1,F016,neu
Ses03M_script02_1,F017,xxx
Ses03M_script02_1,F018,fru
Ses03M_script02_1,F019,fru
Ses03M_script02_1,F020,xxx
Ses03M_script02_1,F021,xxx
Ses03M_script02_1,F022,xxx
Ses03M_script02_1,M000,exc
Ses03M_script02_1,M001,exc
Ses03M_script02_1,M002,exc
Ses03M_script02_1,M003,exc
Ses03M_script02_1,M004,exc
Ses03M_script02_1,M005,exc
Ses03M_script02_1,M006,xxx
Ses03M_script02_1,M007,xxx
Ses03M_script02_1,M008,xxx
Ses03M_script02_1,M009,xxx
Ses03M_script02_1,M010,xxx
Ses03M_script02_1,M011,xxx
Ses03M_script02_1,M012,xxx
Ses03M_script02_1,M013,xxx
Ses03M_script02_1,M014,exc
Ses03M_script02_1,M015,exc
Ses03M_script02_1,M016,exc
Ses03M_script02_1,M017,neu
Ses03M_script02_1,M018,xxx
Ses03M_script02_1,M019,xxx
Ses03M_script02_1,M020,fru
Ses03M_script02_1,M021,xxx
Ses03M_script02_1,M022,xxx
Ses03M_script02_1,M023,exc
Ses03M_script02_1,M024,exc
Ses03M_script02_1,M025,exc
Ses03M_script02_1,M026,exc
Ses03M_script02_1,M027,exc
Ses03M_script02_1,M028,xxx
Ses03M_script02_1,M029,xxx
Ses03M_script02_1,M030,xxx
Ses03M_script02_1,M031,xxx
Ses03M_script02_1,M032,xxx
Ses03M_script02_1,M033,fru
Ses03M_script02_1,M034,exc
Ses03M_script02_1,M035,exc
Ses03M_script02_1,M036,exc
Ses03M_script02_1,M037,exc
Ses03M_script02_1,M038,exc
Ses03M_script02_1,M039,exc
Ses03M_script02_1,M040,exc
Ses03M_script02_1,M041,exc
Ses03M_script02_1,M042,exc
Ses03M_script02_1,M043,exc
Ses03M_script02_1,M044,fru
Ses03M_script02_2,F000,ang
Ses03M_script02_2,F001,ang
Ses03M_script02_2,F002,ang
Ses03M_script02_2,F003,ang
Ses03M_script02_2,F004,ang
Ses03M_script02_2,F005,xxx
Ses03M_script02_2,F006,xxx
Ses03M_script02_2,F007,fru
Ses03M_script02_2,F008,fru
Ses03M_script02_2,F009,ang
Ses03M_script02_2,F010,xxx
Ses03M_script02_2,F011,ang
Ses03M_script02_2,F012,fru
Ses03M_script02_2,F013,ang
Ses03M_script02_2,F014,fru
Ses03M_script02_2,F015,fru
Ses03M_script02_2,F016,ang
Ses03M_script02_2,F017,fru
Ses03M_script02_2,F018,sad
Ses03M_script02_2,F019,xxx
Ses03M_script02_2,F020,xxx
Ses03M_script02_2,F021,xxx
Ses03M_script02_2,F022,xxx
Ses03M_script02_2,F023,sad
Ses03M_script02_2,F024,sad
Ses03M_script02_2,F025,sad
Ses03M_script02_2,F026,fru
Ses03M_script02_2,F027,fru
Ses03M_script02_2,F028,fru
Ses03M_script02_2,F029,fru
Ses03M_script02_2,F030,fru
Ses03M_script02_2,F031,ang
Ses03M_script02_2,F032,fru
Ses03M_script02_2,F033,ang
Ses03M_script02_2,F034,sad
Ses03M_script02_2,F035,sad
Ses03M_script02_2,F036,sad
Ses03M_script02_2,F037,sad
Ses03M_script02_2,F038,sad
Ses03M_script02_2,F039,xxx
Ses03M_script02_2,F040,sad
Ses03M_script02_2,F041,sad
Ses03M_script02_2,F042,hap
Ses03M_script02_2,F043,xxx
Ses03M_script02_2,F044,hap
Ses03M_script02_2,F045,xxx
Ses03M_script02_2,F046,hap
Ses03M_script02_2,F047,hap
Ses03M_script02_2,F048,hap
Ses03M_script02_2,F049,hap
Ses03M_script02_2,M000,exc
Ses03M_script02_2,M001,fru
Ses03M_script02_2,M002,fru
Ses03M_script02_2,M003,fru
Ses03M_script02_2,M004,fru
Ses03M_script02_2,M005,fru
Ses03M_script02_2,M006,fru
Ses03M_script02_2,M007,fru
Ses03M_script02_2,M008,fru
Ses03M_script02_2,M009,fru
Ses03M_script02_2,M010,fru
Ses03M_script02_2,M011,fru
Ses03M_script02_2,M012,fru
Ses03M_script02_2,M013,fru
Ses03M_script02_2,M014,neu
Ses03M_script02_2,M015,fru
Ses03M_script02_2,M016,xxx
Ses03M_script02_2,M017,neu
Ses03M_script02_2,M018,fru
Ses03M_script02_2,M019,neu
Ses03M_script02_2,M020,neu
Ses03M_script02_2,M021,neu
Ses03M_script02_2,M022,neu
Ses03M_script02_2,M023,xxx
Ses03M_script02_2,M024,fru
Ses03M_script02_2,M025,fru
Ses03M_script02_2,M026,fru
Ses03M_script02_2,M027,xxx
Ses03M_script02_2,M028,ang
Ses03M_script02_2,M029,ang
Ses03M_script02_2,M030,ang
Ses03M_script02_2,M031,ang
Ses03M_script02_2,M032,ang
Ses03M_script02_2,M033,ang
Ses03M_script02_2,M034,xxx
Ses03M_script02_2,M035,fru
Ses03M_script02_2,M036,sad
Ses03M_script02_2,M037,sad
Ses03M_script02_2,M038,xxx
Ses03M_script02_2,M039,xxx
Ses03M_script02_2,M040,xxx
Ses03M_script02_2,M041,hap
Ses03M_script02_2,M042,hap
Ses03M_script02_2,M043,xxx
Ses03M_script02_2,M044,xxx
Ses03M_script02_2,M045,hap
Ses03M_script02_2,M046,hap
Ses03M_script03_1,F000,xxx
Ses03M_script03_1,F001,xxx
Ses03M_script03_1,F002,xxx
Ses03M_script03_1,F003,exc
Ses03M_script03_1,F004,exc
Ses03M_script03_1,F005,exc
Ses03M_script03_1,F006,exc
Ses03M_script03_1,F007,xxx
Ses03M_script03_1,F008,xxx
Ses03M_script03_1,F009,xxx
Ses03M_script03_1,F010,xxx
Ses03M_script03_1,F011,xxx
Ses03M_script03_1,F012,xxx
Ses03M_script03_1,F013,xxx
Ses03M_script03_1,F014,xxx
Ses03M_script03_1,F015,xxx
Ses03M_script03_1,F016,xxx
Ses03M_script03_1,F017,xxx
Ses03M_script03_1,F018,sad
Ses03M_script03_1,F019,xxx
Ses03M_script03_1,F020,xxx
Ses03M_script03_1,F021,xxx
Ses03M_script03_1,F022,xxx
Ses03M_script03_1,F023,xxx
Ses03M_script03_1,F024,xxx
Ses03M_script03_1,F025,xxx
Ses03M_script03_1,F026,xxx
Ses03M_script03_1,F027,xxx
Ses03M_script03_1,F028,xxx
Ses03M_script03_1,F029,xxx
Ses03M_script03_1,F030,xxx
Ses03M_script03_1,F031,xxx
Ses03M_script03_1,M000,xxx
Ses03M_script03_1,M001,xxx
Ses03M_script03_1,M002,xxx
Ses03M_script03_1,M003,xxx
Ses03M_script03_1,M004,exc
Ses03M_script03_1,M005,xxx
Ses03M_script03_1,M006,exc
Ses03M_script03_1,M007,xxx
Ses03M_script03_1,M008,xxx
Ses03M_script03_1,M009,xxx
Ses03M_script03_1,M010,xxx
Ses03M_script03_1,M011,xxx
Ses03M_script03_1,M012,xxx
Ses03M_script03_1,M013,xxx
Ses03M_script03_1,M014,xxx
Ses03M_script03_1,M015,xxx
Ses03M_script03_1,M016,xxx
Ses03M_script03_1,M017,xxx
Ses03M_script03_1,M018,xxx
Ses03M_script03_1,M019,xxx
Ses03M_script03_1,M020,xxx
Ses03M_script03_1,M021,xxx
Ses03M_script03_1,M022,xxx
Ses03M_script03_1,M023,xxx
Ses03M_script03_1,M024,xxx
Ses03M_script03_1,M025,xxx
Ses03M_script03_1,M026,xxx
Ses03M_script03_1,M027,xxx
Ses03M_script03_1,M028,xxx
Ses03M_script03_1,M029,xxx
Ses03M_script03_1,M030,xxx
Ses03M_script03_1,M031,xxx
Ses03M_script03_1,M032,xxx
Ses03M_script03_1,M033,xxx
Ses03M_script03_1,M034,xxx
Ses03M_script03_1,M035,neu
Ses03M_script03_1,M036,xxx
Ses03M_script03_1,M037,xxx
Ses03M_script03_1,M038,xxx
Ses03M_script03_2,F000,neu
Ses03M_script03_2,F001,ang
Ses03M_script03_2,F002,xxx
Ses03M_script03_2,F003,neu
Ses03M_script03_2,F004,neu
Ses03M_script03_2,F005,xxx
Ses03M_script03_2,F006,neu
Ses03M_script03_2,F007,xxx
Ses03M_script03_2,F008,xxx
Ses03M_script03_2,F009,xxx
Ses03M_script03_2,F010,ang
Ses03M_script03_2,F011,ang
Ses03M_script03_2,F012,neu
Ses03M_script03_2,F013,xxx
Ses03M_script03_2,F014,ang
Ses03M_script03_2,F015,xxx
Ses03M_script03_2,F016,neu
Ses03M_script03_2,F017,neu
Ses03M_script03_2,F018,xxx
Ses03M_script03_2,F019,xxx
Ses03M_script03_2,F020,xxx
Ses03M_script03_2,F021,xxx
Ses03M_script03_2,F022,xxx
Ses03M_script03_2,F023,xxx
Ses03M_script03_2,F024,ang
Ses03M_script03_2,F025,ang
Ses03M_script03_2,F026,xxx
Ses03M_script03_2,F027,xxx
Ses03M_script03_2,F028,ang
Ses03M_script03_2,F029,ang
Ses03M_script03_2,F030,ang
Ses03M_script03_2,F031,ang
Ses03M_script03_2,F032,ang
Ses03M_script03_2,F033,ang
Ses03M_script03_2,F034,xxx
Ses03M_script03_2,F035,xxx
Ses03M_script03_2,F036,neu
Ses03M_script03_2,F037,fru
Ses03M_script03_2,F038,ang
Ses03M_script03_2,F039,ang
Ses03M_script03_2,F040,ang
Ses03M_script03_2,F041,ang
Ses03M_script03_2,F042,ang
Ses03M_script03_2,F043,ang
Ses03M_script03_2,F044,ang
